,transaction_date,merchant_id,Total_Transaction,Total_Paid
147,2018-01-22,124381,544,262255.51800000074
148,2018-01-22,129316,145,388.7999999999997
149,2018-01-23,535,771,78472.24199999994
150,2018-01-23,42616,651,133133.6700000009
151,2018-01-23,46774,677,594377.1000000002
152,2018-01-23,57192,986,183841.12799999956
153,2018-01-23,86302,153,251.22600000000003
154,2018-01-23,124381,496,231262.7220000007
155,2018-01-23,129316,163,418.05000000000007
156,2018-01-24,535,736,77819.22000000002
157,2018-01-24,42616,702,144214.23600000088
158,2018-01-24,46774,660,565925.3100000002
159,2018-01-24,57192,957,175428.9359999998
160,2018-01-24,86302,121,234.396
161,2018-01-24,124381,538,250882.12800000055
162,2018-01-24,129316,182,460.3499999999997
163,2018-01-25,535,639,57784.284000000014
164,2018-01-25,42616,535,110155.7160000008
165,2018-01-25,46774,752,669258.3060000007
166,2018-01-25,57192,924,166232.48399999985
167,2018-01-25,86302,144,293.20199999999994
168,2018-01-25,124381,490,235674.01800000065
169,2018-01-25,129316,178,450.8999999999999
170,2018-01-26,535,681,77233.73399999995
171,2018-01-26,42616,472,93674.8440000006
172,2018-01-26,46774,704,551140.4160000004
173,2018-01-26,57192,888,187279.5959999999
174,2018-01-26,86302,127,198.972
175,2018-01-26,124381,445,199924.2540000004
176,2018-01-26,129316,198,513.4499999999998
177,2018-01-27,535,695,74527.18199999996
178,2018-01-27,42616,758,154682.01000000077
179,2018-01-27,46774,339,268477.14599999995
180,2018-01-27,57192,689,114831.14400000022
181,2018-01-27,86302,70,124.97399999999998
182,2018-01-27,124381,386,241639.7400000003
183,2018-01-27,129316,177,468.8999999999998
184,2018-01-28,535,526,63374.36399999999
185,2018-01-28,42616,511,109011.9420000007
186,2018-01-28,46774,244,179229.18599999993
187,2018-01-28,57192,616,94795.5060000002
188,2018-01-28,86302,10,14.418
189,2018-01-28,124381,411,234794.0700000004
190,2018-01-28,129316,110,291.6
191,2018-01-29,535,734,72809.28
192,2018-01-29,42616,463,91598.27400000056
193,2018-01-29,46774,771,649675.0079999993
194,2018-01-29,57192,940,169496.2259999994
195,2018-01-29,86302,116,195.51599999999996
196,2018-01-29,124381,556,310257.03600000055
197,2018-01-29,129316,252,693.8999999999999
198,2018-01-30,535,716,76125.41999999997
199,2018-01-30,42616,385,78094.35000000046
200,2018-01-30,46774,739,611182.008
201,2018-01-30,57192,987,173155.62599999944
202,2018-01-30,86302,135,333.09
203,2018-01-30,124381,503,274667.3460000004
204,2018-01-30,129316,227,619.6499999999999
205,2018-01-31,535,706,74357.63999999994
206,2018-01-31,42616,543,101653.68600000085
207,2018-01-31,46774,1386,1055128.5540000016
208,2018-01-31,57192,970,182173.04999999955
209,2018-01-31,86302,125,213.5699999999999
210,2018-01-31,124381,542,281392.36200000026
211,2018-01-31,129316,205,553.5000000000002
212,2018-02-01,535,745,81568.61999999997
213,2018-02-01,42616,534,102049.02000000086
214,2018-02-01,46774,1435,1296086.5439999998
215,2018-02-01,57192,973,184515.80399999945
216,2018-02-01,86302,68,124.146
217,2018-02-01,124381,519,270634.8780000004
218,2018-02-01,129316,214,568.8000000000001
219,2018-02-02,535,680,69282.53999999998
220,2018-02-02,42616,935,134347.5540000018
221,2018-02-02,46774,1206,1046633.1300000008
222,2018-02-02,57192,841,198902.6460000006
223,2018-02-02,86302,49,127.53
224,2018-02-02,124381,498,270925.14600000065
225,2018-02-02,129316,190,501.3
226,2018-02-03,535,717,72056.268
227,2018-02-03,42616,622,101387.57400000122
228,2018-02-03,46774,553,505310.2919999997
229,2018-02-03,57192,714,119912.74199999988
230,2018-02-03,86302,37,68.97600000000001
231,2018-02-03,124381,438,229478.81400000045
232,2018-02-03,129316,239,653.8499999999998
233,2018-02-04,535,470,40240.80000000001
234,2018-02-04,42616,691,110698.9920000014
235,2018-02-04,46774,499,459753.12
236,2018-02-04,57192,599,92985.56999999982
237,2018-02-04,86302,16,26.748
238,2018-02-04,124381,468,229311.34200000035
239,2018-02-04,129316,88,246.59999999999997
240,2018-02-05,535,924,103905.8459999999
241,2018-02-05,42616,368,76407.9840000004
242,2018-02-05,46774,1834,1780126.8299999975
243,2018-02-05,57192,1029,209603.5380000015
244,2018-02-05,86302,53,94.10399999999998
245,2018-02-05,124381,561,267600.1140000006
246,2018-02-05,129316,202,540.4500000000002
247,2018-02-06,535,792,77562.89999999995
248,2018-02-06,42616,428,91036.74600000058
249,2018-02-06,46774,1364,1305866.3940000013
250,2018-02-06,57192,953,203032.89000000097
251,2018-02-06,86302,70,136.71000000000004
252,2018-02-06,124381,567,284878.9260000003
253,2018-02-06,129316,206,537.7499999999998
254,2018-02-07,535,819,78742.04400000002
255,2018-02-07,42616,411,93600.86400000053
256,2018-02-07,46774,1327,1290156.048000001
257,2018-02-07,57192,1005,213897.330000001
258,2018-02-07,86302,92,159.47999999999988
259,2018-02-07,124381,534,298756.63800000056
260,2018-02-07,129316,198,514.3499999999997
261,2018-02-08,535,798,73814.93999999997
262,2018-02-08,42616,321,79279.95600000038
263,2018-02-08,46774,1046,1014881.6699999992
264,2018-02-08,57192,928,190085.0040000004
265,2018-02-08,86302,98,236.16
266,2018-02-08,124381,520,229050.3780000006
267,2018-02-08,129316,190,500.3999999999999
268,2018-02-09,535,651,56841.46199999999
269,2018-02-09,42616,314,70931.71800000036
270,2018-02-09,46774,1111,1051284.708000002
271,2018-02-09,57192,914,170625.02400000035
272,2018-02-09,86302,100,195.102
273,2018-02-09,124381,503,240560.4420000008
274,2018-02-09,129316,162,425.2499999999997
275,2018-02-10,535,813,90836.31599999992
276,2018-02-10,42616,533,97143.26400000072
277,2018-02-10,46774,1088,899391.0960000005
278,2018-02-10,57192,718,117666.52199999994
279,2018-02-10,86302,68,109.17000000000004
280,2018-02-10,124381,507,275436.0900000003
281,2018-02-10,129316,99,285.29999999999995
282,2018-02-11,535,642,63497.46599999997
283,2018-02-11,42616,467,89572.50000000067
284,2018-02-11,46774,483,424019.3940000005
285,2018-02-11,57192,696,125889.87599999984
286,2018-02-11,86302,37,86.67
287,2018-02-11,124381,512,233451.54000000044
288,2018-02-11,129316,56,154.79999999999995
289,2018-02-12,535,785,97862.832
290,2018-02-12,42616,458,93124.02600000064
291,2018-02-12,46774,1695,1535463.809999999
292,2018-02-12,57192,1050,249816.5640000009
293,2018-02-12,86302,100,203.83200000000008
294,2018-02-12,124381,569,274058.8200000007
295,2018-02-12,129316,107,281.24999999999994
296,2018-02-13,535,773,78230.70000000001
297,2018-02-13,42616,405,89848.3680000006
298,2018-02-13,46774,1024,988160.7600000008
299,2018-02-13,57192,987,198444.7800000006
300,2018-02-13,86302,105,226.94400000000007
301,2018-02-13,124381,483,218144.37600000048
302,2018-02-13,129316,156,418.50000000000017
303,2018-02-14,535,645,61950.23999999999
304,2018-02-14,42616,313,68060.16000000034
305,2018-02-14,46774,1131,1101974.2199999995
306,2018-02-14,57192,883,201448.2960000005
307,2018-02-14,86302,130,228.042
308,2018-02-14,124381,495,232842.06000000052
309,2018-02-14,129316,239,624.6000000000003
310,2018-02-15,535,684,61182.324
311,2018-02-15,42616,320,73421.0820000003
312,2018-02-15,46774,1545,1399256.819999999
313,2018-02-15,57192,952,218705.9580000003
314,2018-02-15,86302,143,297.98999999999995
315,2018-02-15,124381,573,252146.03400000068
316,2018-02-15,129316,200,505.35
317,2018-02-16,535,735,79034.72399999991
318,2018-02-16,42616,265,54601.83000000023
319,2018-02-16,46774,1023,987808.9680000012
320,2018-02-16,57192,934,152659.2420000003
321,2018-02-16,86302,128,239.61600000000007
322,2018-02-16,124381,470,220894.2540000001
323,2018-02-16,129316,210,555.75
324,2018-02-17,535,601,70368.228
325,2018-02-17,42616,251,63197.10000000026
326,2018-02-17,46774,432,426263.9400000001
327,2018-02-17,57192,743,135721.9079999999
328,2018-02-17,86302,103,205.884
329,2018-02-17,124381,491,263852.8920000007
330,2018-02-17,129316,208,532.7999999999998
331,2018-02-18,535,385,32424.840000000004
332,2018-02-18,42616,303,71706.49200000029
333,2018-02-18,46774,301,253379.66399999984
334,2018-02-18,57192,670,106244.24399999988
335,2018-02-18,86302,45,111.15000000000002
336,2018-02-18,124381,462,223273.94400000063
337,2018-02-18,129316,130,339.74999999999983
338,2018-02-19,535,814,85035.05999999995
339,2018-02-19,42616,296,68723.92800000032
340,2018-02-19,46774,1151,985314.096000001
341,2018-02-19,57192,992,199900.62000000087
342,2018-02-19,86302,153,270.036
343,2018-02-19,124381,526,239440.6800000005
344,2018-02-19,129316,236,618.2999999999997
345,2018-02-20,535,852,91835.28000000004
346,2018-02-20,42616,282,76694.65200000034
347,2018-02-20,46774,1324,1158099.8040000005
348,2018-02-20,57192,985,189980.0460000005
349,2018-02-20,86302,155,313.5240000000001
350,2018-02-20,124381,532,285877.22400000074
351,2018-02-20,129316,267,700.1999999999994
352,2018-02-21,535,827,78660.972
353,2018-02-21,42616,258,66933.2880000003
354,2018-02-21,46774,877,922984.3619999996
355,2018-02-21,57192,967,169387.4880000006
356,2018-02-21,86302,199,382.464
357,2018-02-21,124381,507,278041.3200000004
358,2018-02-21,129316,264,687.1500000000008
359,2018-02-22,535,780,72600.98399999998
360,2018-02-22,42616,234,63983.61000000025
361,2018-02-22,46774,695,621835.4700000004
362,2018-02-22,57192,1025,197989.21800000063
363,2018-02-22,86302,165,298.224
364,2018-02-22,124381,540,224553.9240000006
365,2018-02-22,129316,308,785.2499999999998
366,2018-02-23,535,711,72876.14999999998
367,2018-02-23,42616,454,80497.44000000067
368,2018-02-23,46774,736,699974.3520000004
369,2018-02-23,57192,920,182723.9040000003
370,2018-02-23,86302,163,291.5819999999998
371,2018-02-23,124381,429,194514.8760000003
372,2018-02-23,129316,258,640.7999999999989
373,2018-02-24,535,567,50424.10200000001
374,2018-02-24,42616,315,66936.09600000037
375,2018-02-24,46774,307,244079.0819999997
376,2018-02-24,57192,741,134588.44799999983
377,2018-02-24,86302,118,224.17200000000005
378,2018-02-24,124381,524,235517.79600000067
379,2018-02-24,129316,240,620.9999999999997
380,2018-02-25,535,522,44735.88600000001
381,2018-02-25,42616,452,100636.65000000084
382,2018-02-25,46774,343,249856.66799999983
383,2018-02-25,57192,657,89635.10399999982
384,2018-02-25,86302,46,96.75
385,2018-02-25,124381,596,307442.2500000007
386,2018-02-25,129316,118,285.30000000000007
387,2018-02-26,535,983,126642.20399999966
388,2018-02-26,42616,282,78661.4940000004
389,2018-02-26,46774,1113,1059969.5279999997
390,2018-02-26,57192,991,208848.7080000009
391,2018-02-26,86302,144,270.1619999999999
392,2018-02-26,124381,656,315453.51000000053
393,2018-02-26,129316,151,371.25000000000017
394,2018-02-27,535,776,78815.394
395,2018-02-27,42616,257,71859.99600000029
396,2018-02-27,46774,867,740049.2640000016
397,2018-02-27,57192,1084,221377.8060000009
398,2018-02-27,86302,183,363.8879999999999
399,2018-02-27,124381,651,329691.79800000024
400,2018-02-27,129316,193,485.0999999999997
401,2018-02-28,535,756,69491.934
402,2018-02-28,42616,356,80922.96000000054
403,2018-02-28,46774,1663,1284544.5299999982
404,2018-02-28,57192,1013,186105.9060000004
405,2018-02-28,86302,197,357.51600000000025
406,2018-02-28,124381,790,405994.8960000001
407,2018-02-28,129316,169,413.9999999999997
408,2018-03-01,535,725,71045.63999999997
409,2018-03-01,42616,353,84664.5660000005
410,2018-03-01,46774,1707,1573921.2420000003
411,2018-03-01,57192,1126,223734.99600000068
412,2018-03-01,86302,119,211.42799999999997
413,2018-03-01,124381,551,304302.402
414,2018-03-01,129316,128,310.94999999999993
415,2018-03-02,535,606,57662.820000000014
416,2018-03-02,42616,355,77895.82800000047
417,2018-03-02,46774,1367,1312483.4819999994
418,2018-03-02,57192,1001,292392.7740000005
419,2018-03-02,86302,105,231.588
420,2018-03-02,124381,456,233976.42000000036
421,2018-03-02,129316,247,639.8999999999996
422,2018-03-03,535,728,83089.58399999984
423,2018-03-03,42616,284,68409.23400000029
424,2018-03-03,46774,615,581663.3760000006
425,2018-03-03,57192,822,132247.98000000007
426,2018-03-03,86302,108,202.266
427,2018-03-03,124381,450,196589.5740000007
428,2018-03-03,129316,239,596.2499999999995
429,2018-03-04,535,459,35136.000000000015
430,2018-03-04,42616,308,75193.63200000039
431,2018-03-04,46774,534,489065.12999999954
432,2018-03-04,57192,736,116161.39799999991
433,2018-03-04,86302,27,88.65000000000002
434,2018-03-04,124381,514,227744.80200000052
435,2018-03-04,129316,113,296.09999999999985
436,2018-03-05,535,838,76897.15199999999
437,2018-03-05,42616,302,80464.5540000004
438,2018-03-05,46774,2102,1891428.443999996
439,2018-03-05,57192,1095,243725.0580000009
440,2018-03-05,86302,100,220.95
441,2018-03-05,124381,504,248443.6860000005
442,2018-03-05,129316,176,437.3999999999997
443,2018-03-06,535,916,106709.29199999988
444,2018-03-06,42616,334,86808.67200000054
445,2018-03-06,46774,1412,1400422.9139999996
446,2018-03-06,57192,1068,188503.92000000027
447,2018-03-06,86302,176,383.65200000000016
448,2018-03-06,124381,549,237546.64800000068
449,2018-03-06,129316,258,674.1000000000004
450,2018-03-07,535,732,63084.240000000005
451,2018-03-07,42616,310,82773.48600000047
452,2018-03-07,46774,1357,1336510.1519999993
453,2018-03-07,57192,1059,195454.27800000043
454,2018-03-07,86302,110,262.548
455,2018-03-07,124381,584,295070.3640000004
456,2018-03-07,129316,307,806.8500000000004
457,2018-03-08,535,875,93782.17799999993
458,2018-03-08,42616,296,73213.45200000037
459,2018-03-08,46774,1283,1179606.7080000008
460,2018-03-08,57192,1001,196204.55400000108
461,2018-03-08,86302,138,301.446
462,2018-03-08,124381,897,430598.87999999966
463,2018-03-08,129316,237,628.2000000000002
464,2018-03-09,535,613,57419.280000000006
465,2018-03-09,42616,330,79082.11800000045
466,2018-03-09,46774,1122,1120160.5560000003
467,2018-03-09,57192,1028,172508.3280000004
468,2018-03-09,86302,149,303.49800000000005
469,2018-03-09,124381,521,222189.2100000004
470,2018-03-09,129316,239,612.8999999999997
471,2018-03-10,535,492,51302.50200000001
472,2018-03-10,42616,318,79444.60200000039
473,2018-03-10,46774,1007,849503.2320000003
474,2018-03-10,57192,731,110314.87199999986
475,2018-03-10,86302,129,265.68000000000023
476,2018-03-10,124381,518,197581.41000000076
477,2018-03-10,129316,328,874.7999999999996
478,2018-03-11,535,437,39151.44
479,2018-03-11,42616,347,87398.94600000045
480,2018-03-11,46774,470,399858.9120000005
481,2018-03-11,57192,677,109438.90199999978
482,2018-03-11,86302,31,79.64999999999999
483,2018-03-11,124381,538,221071.91400000095
484,2018-03-11,129316,127,342.45
485,2018-03-12,535,1127,134561.91599999976
486,2018-03-12,42616,365,89984.08800000061
487,2018-03-12,46774,1836,1757947.3020000008
488,2018-03-12,57192,994,222496.54200000077
489,2018-03-12,86302,142,309.7620000000001
490,2018-03-12,124381,529,229276.0260000008
491,2018-03-12,129316,271,728.0999999999996
492,2018-03-13,535,812,75446.46000000002
493,2018-03-13,42616,371,92231.73000000056
494,2018-03-13,46774,1163,1238002.235999999
495,2018-03-13,57192,1017,268724.30400000064
496,2018-03-13,86302,129,311.2560000000002
497,2018-03-13,124381,454,242946.2700000004
498,2018-03-13,129316,296,762.7499999999992
499,2018-03-14,535,676,58540.5
500,2018-03-14,42616,387,105130.15200000069
501,2018-03-14,46774,990,933244.2000000008
502,2018-03-14,57192,981,223142.81400000068
503,2018-03-14,86302,163,348.732
504,2018-03-14,124381,429,187226.4060000004
505,2018-03-14,129316,350,950.850000000001
506,2018-03-15,535,819,89642.69999999997
507,2018-03-15,42616,326,81703.31400000036
508,2018-03-15,46774,1686,1525198.499999999
509,2018-03-15,57192,1028,199506.45600000035
510,2018-03-15,86302,185,428.4000000000001
511,2018-03-15,124381,447,215907.4620000005
512,2018-03-15,129316,455,1195.650000000001
513,2018-03-16,535,627,71195.22000000002
514,2018-03-16,42616,308,79055.76600000047
515,2018-03-16,46774,1064,1010010.2040000012
516,2018-03-16,57192,955,280007.5500000001
517,2018-03-16,86302,150,341.676
518,2018-03-16,124381,466,250646.70600000035
519,2018-03-16,129316,321,878.4000000000001
520,2018-03-17,535,559,52211.44800000001
521,2018-03-17,42616,384,99366.40800000068
522,2018-03-17,46774,409,358050.54599999986
523,2018-03-17,57192,744,117745.32599999972
524,2018-03-17,86302,128,260.8920000000001
525,2018-03-17,124381,360,194617.38600000003
526,2018-03-17,129316,349,927.8999999999996
527,2018-03-18,535,466,44082.36000000001
528,2018-03-18,42616,336,80858.25000000045
529,2018-03-18,46774,365,333334.1880000003
530,2018-03-18,57192,643,105753.22199999972
531,2018-03-18,86302,50,129.024
532,2018-03-18,124381,387,180351.28800000023
533,2018-03-18,129316,221,601.2000000000002
534,2018-03-19,535,1239,153815.75999999963
535,2018-03-19,42616,375,90286.88400000066
536,2018-03-19,46774,1232,1181759.6340000012
537,2018-03-19,57192,1027,207530.4060000008
538,2018-03-19,86302,191,396.0
539,2018-03-19,124381,535,251956.0260000007
540,2018-03-19,129316,233,613.3499999999996
541,2018-03-20,535,714,72311.22000000002
542,2018-03-20,42616,391,98928.7380000007
543,2018-03-20,46774,1227,1087416.3960000009
544,2018-03-20,57192,1073,218310.96600000057
545,2018-03-20,86302,220,458.67600000000016
546,2018-03-20,124381,476,200561.09400000045
547,2018-03-20,129316,275,712.3500000000006
548,2018-03-21,535,715,64982.7
549,2018-03-21,42616,327,80096.05800000041
550,2018-03-21,46774,978,865216.9980000006
551,2018-03-21,57192,1058,232407.28800000084
552,2018-03-21,86302,191,431.7300000000002
553,2018-03-21,124381,593,271171.1340000005
554,2018-03-21,129316,424,1130.4
555,2018-03-22,535,805,81912.42
556,2018-03-22,42616,324,80972.9100000004
557,2018-03-22,46774,846,733750.0200000003
558,2018-03-22,57192,940,174700.6020000004
559,2018-03-22,86302,173,378.198
560,2018-03-22,124381,435,214229.84400000045
561,2018-03-22,129316,294,749.6999999999994
562,2018-03-23,535,1001,125116.01999999984
563,2018-03-23,42616,342,90391.35600000055
564,2018-03-23,46774,755,698535.7919999999
565,2018-03-23,57192,972,183888.8640000001
566,2018-03-23,86302,213,420.7320000000004
567,2018-03-23,124381,394,170735.3280000003
568,2018-03-23,129316,346,916.65
569,2018-03-24,535,546,52248.24
570,2018-03-24,42616,365,90826.83000000055
571,2018-03-24,46774,346,286676.3519999996
572,2018-03-24,57192,783,168021.95400000017
573,2018-03-24,86302,140,252.612
574,2018-03-24,124381,446,188490.13200000045
575,2018-03-24,129316,324,838.3500000000007
576,2018-03-25,535,480,43568.82000000001
577,2018-03-25,42616,403,106495.79400000072
578,2018-03-25,46774,292,252070.99199999997
579,2018-03-25,57192,693,120254.5619999998
580,2018-03-25,86302,44,107.55
581,2018-03-25,124381,439,186133.78800000047
582,2018-03-25,129316,144,390.60000000000014
583,2018-03-26,535,793,69236.09999999999
584,2018-03-26,42616,392,95468.31000000064
585,2018-03-26,46774,1095,960266.2860000014
586,2018-03-26,57192,1045,220281.40800000052
587,2018-03-26,86302,187,400.914
588,2018-03-26,124381,491,242564.7420000005
589,2018-03-26,129316,300,790.6500000000002
590,2018-03-27,535,838,90912.27599999988
591,2018-03-27,42616,356,88259.8320000006
592,2018-03-27,46774,775,743752.9080000008
593,2018-03-27,57192,990,184202.11800000083
594,2018-03-27,86302,189,390.096
595,2018-03-27,124381,349,159871.46400000018
596,2018-03-27,129316,335,869.8500000000006
597,2018-03-28,535,1000,119588.21999999972
598,2018-03-28,42616,339,91586.08800000054
599,2018-03-28,46774,685,607054.7340000003
600,2018-03-28,57192,1088,183181.14000000065
601,2018-03-28,86302,237,563.8860000000001
602,2018-03-28,124381,445,215206.5240000005
603,2018-03-28,129316,280,743.8499999999999
604,2018-03-29,535,703,62238.25800000001
605,2018-03-29,42616,313,78559.86600000046
606,2018-03-29,46774,737,669763.6740000013
607,2018-03-29,57192,929,231522.8220000006
608,2018-03-29,86302,232,485.766
609,2018-03-29,124381,362,175884.21000000017
610,2018-03-29,129316,237,619.1999999999999
611,2018-03-30,535,656,69089.21999999999
612,2018-03-30,42616,303,72544.14000000038
613,2018-03-30,46774,1016,869024.6100000013
614,2018-03-30,57192,854,149278.77000000016
615,2018-03-30,86302,221,479.61
616,2018-03-30,124381,381,162338.5080000002
617,2018-03-30,129316,418,1125.0000000000016
618,2018-03-31,535,810,105588.28799999991
619,2018-03-31,42616,281,69580.60200000036
620,2018-03-31,46774,866,614139.8220000005
621,2018-03-31,57192,625,98029.38599999993
622,2018-03-31,86302,151,341.1180000000002
623,2018-03-31,124381,298,148366.9440000001
624,2018-03-31,129316,394,1038.15
625,2018-04-01,535,439,40591.62
626,2018-04-01,42616,309,82671.44400000044
627,2018-04-01,46774,393,306865.7280000001
628,2018-04-01,57192,577,76826.55599999988
629,2018-04-01,86302,24,60.858
630,2018-04-01,124381,323,140822.4240000004
631,2018-04-01,129316,273,737.1
632,2018-04-02,535,755,85991.21999999999
633,2018-04-02,42616,555,129817.35000000088
634,2018-04-02,46774,1884,1752443.928000002
635,2018-04-02,57192,1046,221729.65200000076
636,2018-04-02,86302,110,238.48200000000008
637,2018-04-02,124381,404,201337.2180000005
638,2018-04-02,129316,368,983.7000000000004
639,2018-04-03,535,745,78290.26199999999
640,2018-04-03,42616,507,127691.49600000092
641,2018-04-03,46774,1414,1303535.573999999
642,2018-04-03,57192,961,196701.0120000009
643,2018-04-03,86302,110,263.21399999999994
644,2018-04-03,124381,370,190587.8340000004
645,2018-04-03,129316,386,1022.85
